"","Genus","Pool-01-100","Pool-02-100","Pool-03-100","Pool-04-100","Pool-05-100","Pool-06-500","Pool-07-500","Pool-08-500","Pool-09-500","Pool-10-500","Pool-11-1000","Pool-12-1000","Pool-13-1000","Pool-14-1000","Pool-15-1000","Pool-C1-250","Pool-C2-250","Pool-C3-250","Pool-C4-250","Pool-C5-250","Pool-U1-250","Pool-U2-250","Pool-U3-250","Pool-U4-250","Pool-U5-250","Trap-01","Trap-02","Trap-03","Trap-04","Trap-05","Trap-06","Trap-07","Trap-08","Trap-09","Trap-10"
"11","Dysaphis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0109402050616682
"12","Elachista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0575571557378062,NA,NA,NA,NA
"13","Lipaphis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00188177210323442,NA
"14","Lonchoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0203145073199552,NA,NA,NA,NA,NA
"15","Metopolophium",NA,0.00930722510996776,0.0185196851920057,0.0408276667317293,0.10058156604304,NA,0.0186812023405869,0.0499443508727846,0.0664341496992555,0.125465143791271,NA,0.00850514180487056,0.0477378589555105,0.120593203210718,0.0697698255888223,0.000740983749972661,0.0263342796646379,0.0183498811813086,0.0713347091947915,0.198155130758267,NA,0.0263770167650204,0.0167800911865074,0.07610541282128,0.201197532357566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Myzus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00117613209023407,NA,NA
"17","Nasonovia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00207829019018495,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","Nysius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000133162758181187,NA,0.00246541065646158,NA,0.0183737402188773,0.017983523337821,0.00375384906440042,0.0326439752255095,0.0470948878524529,0.00875216404933457
"19","Rhopalosiphum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00794220736294936,0.160553343114651,0.00648299301522734,0.0014441624889109,0.044101785505733,0.00301372231760187,NA,0.00781395912310014,0.00163896279959127,0.335599427270668
"20","Tachyporus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00125720488317613,NA,NA,NA,NA,NA
"21","Tetraneura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000654620011610242,NA,NA,NA,NA
"22","Therioaphis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.234903861244406,0.205908887937084,0.348315358471379,0.174300096965196,0.100112667541443,0.00879414053333004,0.00229761451355543,0.000519921052764415,0.00281254110053317,0.0646854019277793
"23",NA,NA,0.617357717724424,0.202551030298331,0.105698605374172,0.0946341006340382,NA,0.66290971000186,0.310488941884295,0.078463930789452,0.250059151233572,0.000378283023792741,0.577803907141616,0.186452450474979,0.102377721314315,0.129044842359863,0.000872208735209851,0.842892274219955,0.102772780909021,0.0649002912377398,0.108211437178411,NA,0.844927792695406,0.0913948276768892,0.0733155096623731,0.108719406475545,0.0241119708563792,0.0109720867924872,0.0405036529558166,0.00626147593406367,0.0810622350767032,0.158158665069229,0.0405181705711178,0.479957800582513,0.330938963811297,0.404499687148522
