"","Genus","Pool-01-100","Pool-02-100","Pool-03-100","Pool-04-100","Pool-05-100","Pool-06-500","Pool-07-500","Pool-08-500","Pool-09-500","Pool-10-500","Pool-11-1000","Pool-12-1000","Pool-13-1000","Pool-14-1000","Pool-15-1000","Pool-C1-250","Pool-C2-250","Pool-C3-250","Pool-C4-250","Pool-C5-250","Pool-U1-250","Pool-U2-250","Pool-U3-250","Pool-U4-250","Pool-U5-250","Trap-01","Trap-02","Trap-03","Trap-04","Trap-05","Trap-06","Trap-07","Trap-08","Trap-09","Trap-10"
"14","Cortinicara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000320670574373201,NA,NA,0.00143068689684681
"15","Ctenarytaina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00646618422698809,NA
"16","Cypha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000236867987291518,NA,NA,NA,NA,NA
"17","Diadegma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000260250863242819,0.0767423757069736,NA,NA,NA,NA,NA,NA,0.0134723145910566,NA
"18","Diuraphis",NA,0.00430321426157784,0.00556947486769923,0.0201327410283737,NA,NA,0.0017274805057431,NA,0.00269808487749314,NA,0.00133281718716309,0.000460419194906727,NA,0.00123162932378587,NA,NA,0.00186934144376104,0.00777730179430446,0.00551166690110133,NA,NA,0.00191039677471475,0.00696119571685362,0.00598384362222001,NA,0.138862424887418,0.00136400272800546,0.00108494604680954,0.0194377758847673,0.0113670887379571,0.224947813578204,0.0103633769345882,0.323360564869613,0.12594243647402,0.389838780305993
"19","Dysaphis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00952677022433037
"20","Eolachesilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00720413419064349,NA,NA
"21","Erasmoneura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00142673241099188,0.116119343349798,NA,0.000329125687291876,NA,NA,NA,0.000313816451486364,0.000352281930900064,NA
"22","Gabrius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00124000248000496,NA,NA,NA,NA,NA,NA,NA,NA
"23","Heterococcus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000985235410847814,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Limothrips",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0028657835093448,0.0022483219283282,0.000174243010919229,NA,NA,NA,NA,NA,NA
"25","Linepithema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00210461685399007,NA,NA
"26","Lipaphis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00061237793595712,NA
"27","Lonchoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0152264921395873,NA,NA,NA,NA,NA
"28","Melaphis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.120649511797265,0.0314822851867926,0.0285419240145618,0.0583714086579416,0.0207954644929738,0.00705192684166694,0.0285247662087789,0.000753841693244419,0.000767118597193597,0.00810611150666707
"29","Metopolophium",NA,0.0363312343716485,0.0603495066586543,0.106912100396394,0.214635349970328,NA,0.0264090442591038,0.0688223838687463,0.0886935477994404,0.158033275257577,NA,0.0139426722201556,0.0687578257620375,0.169858376162153,0.0961521839069909,0.00103667738337379,0.0403285320107765,0.0258841153588566,0.10846830982807,0.289711189511034,NA,0.0393581743900656,0.0252665622315428,0.109764533196268,0.285880609652837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Myzus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000914160967373322,NA,NA
"31","Nasonovia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00203088620066271,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Nysius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000130125431621409,NA,0.002408449507526,NA,0.0137718137393731,0.0157478611678943,0.00374861415623866,0.02205924991046,0.0153259101714,0.00762141617946429
"33","Propsocus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0214706962175325,0.0769559316896412,0.258909956013934,0.00268140633470146,0.245964232933919,0.0894578020052565,NA,NA,0.000490560819664575,0.00220619942037124
"34","Psychomora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00606012724408278,0.00564890018668926,0.0100618942112246,0.000813134050956401,0.00486609234761922,0.00226051029127054,0.000119319283487703,0.000133030887043133,NA,NA
"35","Rhizoecus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000197220857275611
"36","Rhopalosiphum",NA,0.949758614508987,0.412681489522554,0.132002405799242,0.116832932504607,NA,0.970154311288782,0.446112798825146,0.0924175569196193,0.320484072186014,NA,0.985430222607091,0.274144177138134,0.140218968354796,0.15505162114964,0.000997309887802637,0.952949028566467,0.100122309556091,0.0632279122818066,0.105269755264195,NA,0.954579797342525,0.0940112059781717,0.0657398102047549,0.104302245877182,0.0114092119510914,0.132728487679198,0.00957497565407214,0.00502400681483776,0.0444899871782329,0.00712763771266643,NA,0.0206231985400713,0.000533361428091685,0.30265713321099
"37","Sericoderus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000164064014795591,0.000214896048300445,NA,0.00208586127016918
"38","Tachyporus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002046848368443,NA,NA,0.00168164685416063,NA,0.0028413174353266
"39","Tetraneura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000573239451853294,NA,NA,NA,NA
"40","Therioaphis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.231771983065105,0.158424094625967,0.347754619190473,0.164533803144118,0.0790572654105798,0.00770087716451972,0.00245101694830989,0.000351337983729299,0.000915274549441287,0.0564653342559258
"41","Thrips",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000344445133334711,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,0.00960693685778678,0.00848081881094074,0.0163622486484966,0.0315769747321735,NA,0.0017091639463714,0.00481936850389781,0.0100272109626238,0.0114188767718483,NA,0.000166685977847027,0.0069819407394943,0.0132330224634752,0.00900166983729222,NA,0.00433963953453669,0.00689208745952105,0.0125405871146468,0.0188762977265146,NA,0.00415163149269464,0.00639501846521619,0.0136017368489693,0.018263376476755,0.176017882952174,0.395884569546917,0.334218936883591,0.158570820103771,0.495103011827951,0.644472565625101,0.108095813384641,0.593672505244487,0.835122179275287,0.200486700963039
