"","Genus","Pool-01-100","Pool-02-100","Pool-03-100","Pool-04-100","Pool-05-100","Pool-06-500","Pool-07-500","Pool-08-500","Pool-09-500","Pool-10-500","Pool-11-1000","Pool-12-1000","Pool-13-1000","Pool-14-1000","Pool-15-1000","Pool-C1-250","Pool-C2-250","Pool-C3-250","Pool-C4-250","Pool-C5-250","Pool-U1-250","Pool-U2-250","Pool-U3-250","Pool-U4-250","Pool-U5-250","Trap-01","Trap-02","Trap-03","Trap-04","Trap-05","Trap-06","Trap-07","Trap-08","Trap-09","Trap-10"
"11","Bradysia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000952129420999437,0.00110720122769913,NA,NA,NA,NA,NA,NA
"12","Brevicoryne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025294817426676,NA,NA
"13","Carpophilus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000466596348623019,NA,NA,NA,NA,NA,NA,NA,NA
"14","Cortinicara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00495495864474297,NA,NA,0.0189356482137202
"15","Ctenarytaina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.312671644245407,NA
"16","Cypha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000450968774545756,NA,NA,NA,NA,NA
"17","Diadegma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000568484322473202,0.116432212171654,NA,NA,NA,NA,NA,NA,0.0425942395391321,NA
"18","Diuraphis",NA,0.0050228157541174,0.00918655392351089,0.0451024694801189,NA,NA,0.00247347510008015,NA,0.00875227756633582,NA,0.00738943184973466,0.000627103452063067,NA,0.00384148897549148,NA,NA,0.0020580604095141,0.0222614512397846,0.0134017036420344,NA,NA,0.00208584490374452,0.0212172407589304,0.0139456732936024,NA,0.0818813194934133,0.0020694414730689,0.00158847722498399,0.0437056417268093,0.0282784509610036,0.450081453106938,0.0458368246676222,0.535334504558362,0.505397762264162,0.409964955124028
"19","Dysaphis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0126938646483333
"20","Eolachesilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.128621926343986,NA,NA
"21","Erasmoneura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0043359004270599,0.271205105254814,NA,0.00335642033119415,NA,NA,NA,0.00560284906422668,0.0170345549563434,NA
"22","Gabrius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00289611526731529,NA,NA,NA,NA,NA,NA,NA,NA
"23","Heterococcus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0029941722818785,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Limothrips",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0066932441733509,0.0040165454640767,0.0017769284106322,NA,NA,NA,NA,NA,NA
"25","Linepithema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0375756290503028,NA,NA
"26","Lipaphis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00387220359446655,NA
"27","Lonchoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0438287496710292,NA,NA,NA,NA,NA
"28","Melaphis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.183329496721339,0.0367645743656413,0.0254945552930566,0.297635508780893,0.0197960586522069,0.0335748417813442,0.220380428094673,0.0134590178608054,0.0370939374282993,0.10728725915484
"29","Metopolophium",NA,0.0644823613804583,0.0692915493051001,0.1965118498113,0.319691269004672,NA,0.0579952106597957,0.104029585660518,0.182830013805685,0.230619652085439,NA,0.0332015309726822,0.134092552667766,0.338012549425576,0.2134107986726,0.00619858022056869,0.0993367034064811,0.099111806740745,0.336060934373542,0.419321683873303,NA,0.0924401167272807,0.102787373052807,0.342018789714886,0.458610915398848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Myzus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0035072007948628,NA,NA
"31","Nasonovia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00443620801644267,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Nysius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000284242161236601,NA,0.00352622805666626,NA,0.0396415255310002,0.0437857834759626,0.00790030247384331,0.0674285178476147,0.0484545906780693,0.00507754585933333
"33","Propsocus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0652503582182955,0.0898680656977198,0.231266616299323,0.0273449538747288,0.234143477927607,0.212958218077836,NA,NA,0.0237210157803287,0.0291998313576059
"34","Psychomora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0306248462588873,0.255899306643724,0.455242353447217,0.00208653395630008,0.274739782083428,0.193984250244232,0.000239589467789113,0.00510901644157454,NA,NA
"35","Rhizoecus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00261028795469507
"36","Rhopalosiphum",NA,0.930494822865424,0.376306045411385,0.218579969121848,0.181826858276795,NA,0.939531314240124,0.505724926412131,0.14461892200737,0.370033404517987,NA,0.966171365575255,0.38870497766945,0.215920210706691,0.267278045515755,0.0070407941574968,0.892390804502493,0.271271344233274,0.210714852783542,0.195704214027673,NA,0.905474038368975,0.272624484018172,0.193594456848471,0.157321080864813,0.00586637249033203,0.0967217066960832,0.0166818577541418,0.0128940953119147,0.0488336809971482,0.0164630889572552,NA,0.0618786479418613,0.003372564420987,0.173834917047252
"37","Sericoderus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00253509512056617,0.00383673359832914,NA,0.0276071132835547
"38","Tachyporus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00240765946192121,NA,NA,0.0300239629202582,NA,0.0376058434150985
"39","Tetraneura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00318770126954123,NA,NA,NA,NA
"40","Therioaphis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25313794759271,0.120179155444862,0.25457500586848,0.159483892094934,0.113781331366133,0.042823458564403,0.00258279119337185,0.00107393495257528,0.00578748709280484,0.0376183792350257
"41","Thrips",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000804476463143137,NA,NA,NA,NA,NA,NA,NA,NA
