"","Species","Pool-01-100","Pool-02-100","Pool-03-100","Pool-04-100","Pool-05-100","Pool-06-500","Pool-07-500","Pool-08-500","Pool-09-500","Pool-10-500","Pool-11-1000","Pool-12-1000","Pool-13-1000","Pool-14-1000","Pool-15-1000","Pool-C1-250","Pool-C2-250","Pool-C3-250","Pool-C4-250","Pool-C5-250","Pool-U1-250","Pool-U2-250","Pool-U3-250","Pool-U4-250","Pool-U5-250","Trap-01","Trap-02","Trap-03","Trap-04","Trap-05","Trap-06","Trap-07","Trap-08","Trap-09","Trap-10"
"39","Metopolophium dirhodum",NA,0.0363312343716485,0.0603495066586543,0.106912100396394,0.214509167005029,NA,0.0264090442591038,0.0688223838687463,0.0886935477994404,0.158033275257577,NA,0.0139426722201556,0.0687578257620375,0.169858376162153,0.0961521839069909,0.00103667738337379,0.0403285320107765,0.0258841153588566,0.10846830982807,0.289521142706954,NA,0.0393581743900656,0.0252665622315428,0.109764533196268,0.285880609652837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","Metopolophium spp.",NA,NA,NA,NA,0.000126182965299685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000190046804079941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Myzus persicae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000119386693500247,NA,NA
"42","Myzus spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000794774273873075,NA,NA
"43","Nasonovia ribisnigri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00203088620066271,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Nysius clevelandensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0136712201347654,0.00374861415623866,0.02205924991046,0.00850744401351182,0.0051511413739274
"45","Nysius spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000130125431621409,NA,0.002408449507526,NA,0.0137718137393731,0.00207664103312891,NA,NA,0.00681846615788815,0.00247027480553689
"46","Propsocus pulchripennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0214706962175325,0.0753645951736348,0.257864224884479,0.00268140633470146,0.244025519950979,0.0887006932952616,NA,NA,0.000490560819664575,0.00220619942037124
"47","Propsocus spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00159133651600637,0.00104573112945498,NA,0.00193871298294036,0.000757108709994917,NA,NA,NA,NA
"48","Psychomora spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00606012724408278,0.00564890018668926,0.0100618942112246,0.000813134050956401,0.00486609234761922,0.00226051029127054,0.000119319283487703,0.000133030887043133,NA,NA
"49","Rhizoecus spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000197220857275611
"50","Rhopalosiphum insertum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0012176022530289,NA,0.00558812572302504,NA,NA,NA,NA,0.00155543806388894,NA,NA
"51","Rhopalosiphum nymphaeae/padi",NA,0.0560960488001246,0.00599957353596836,0.00375642337845966,0.00216697379517132,NA,0.0364625457842435,0.0151846851705447,0.00284957649463739,0.0117455529027124,NA,0.0384261997833082,0.00928698337597807,0.00641620228677023,0.00668393873540613,0.000125101152592787,0.0942430252401792,0.00590257815442724,0.00531686052157495,0.0099501632582918,NA,0.0914897709524286,0.00853906674600711,0.0054909436828256,0.00895326801338656,NA,NA,0.00157186460396201,NA,0.00118948924052914,0.000367738516283245,NA,0.00385789572425085,NA,NA
"52","Rhopalosiphum padi",NA,0.890383366585666,0.404561711283851,0.127802808876133,0.114188712246619,NA,0.93028145110652,0.429203524089138,0.0891767868819765,0.307656320578176,NA,0.942127441593843,0.263654562821382,0.13310168476064,0.147999752163407,0.000872208735209851,0.858134212746792,0.0942197314016641,0.0579110517602316,0.0953195920059036,NA,0.862541450916729,0.0854721392321646,0.0602488665219293,0.0953489778637958,0.000311371568522658,0.00249378276534331,0.00173526009293935,0.00366878339657709,0.00400615856766958,0.000129790064570557,NA,0.0124332713659543,NA,0.00016045086693609
"53","Rhopalosiphum rufiabdominale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00654345027581944,0.121189575712485,NA,0.00135522341826067,0.0297835747498726,0.00250927458169744,NA,0.00168846895093207,0.000533361428091685,0.292241197765722
"54","Rhopalosiphum spp.",NA,0.00327919912319622,0.00212020470273519,0.000443173544649735,0.000477246462816629,NA,0.00341031439801769,0.00172458956546269,0.000391193543005402,0.00108219870512572,NA,0.00487658122993924,0.00120263094077414,0.000701081307385806,0.000367930250827461,NA,0.000571790579495848,NA,NA,NA,NA,0.000548575473367546,NA,NA,NA,0.00333678785372043,0.00904512920136951,0.000679725234145736,NA,0.00951076462016159,0.00412083455011519,NA,0.00108812443504511,NA,0.0102554845783318
"55","Sericoderus lateralis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000164064014795591,0.000214896048300445,NA,0.00208586127016918
"56","Tachyporus nitidulus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000942322645094515,NA,NA,NA,NA,NA
"57","Tachyporus spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00110452572334849,NA,NA,0.00168164685416063,NA,0.0028413174353266
"58","Tetraneura nigriabdominalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000573239451853294,NA,NA,NA,NA
"59","Therioaphis spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00246308852711953,0.00276933887201108,0.00768285589171454,0.00400758925114226,0.00582128825289262,NA,0.00015660655957761,NA,NA,0.000137051782174577
"60","Therioaphis trifolii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.229308894537985,0.155654755753956,0.340071763298759,0.160526213892976,0.0732359771576871,0.00770087716451972,0.00229441038873228,0.000351337983729299,0.000915274549441287,0.0563282824737512
"61","Thrips spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000344445133334711,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,0.00960693685778678,0.00848081881094074,0.0163622486484966,0.0315769747321735,NA,0.0017091639463714,0.00481936850389781,0.0100272109626238,0.0114188767718483,NA,0.000166685977847027,0.0069819407394943,0.0132330224634752,0.00900166983729222,NA,0.00433963953453669,0.00689208745952105,0.0125405871146468,0.0188762977265146,NA,0.00415163149269464,0.00639501846521619,0.0136017368489693,0.018263376476755,0.176017882952174,0.395884569546917,0.334218936883591,0.158570820103771,0.495103011827951,0.644472565625101,0.108095813384641,0.593672505244487,0.835122179275287,0.200486700963039
