"","Genus","Pool-01-100","Pool-02-100","Pool-03-100","Pool-04-100","Pool-05-100","Pool-06-500","Pool-07-500","Pool-08-500","Pool-09-500","Pool-10-500","Pool-11-1000","Pool-12-1000","Pool-13-1000","Pool-14-1000","Pool-15-1000","Pool-C1-250","Pool-C2-250","Pool-C3-250","Pool-C4-250","Pool-C5-250","Pool-U1-250","Pool-U2-250","Pool-U3-250","Pool-U4-250","Pool-U5-250","Trap-01","Trap-02","Trap-03","Trap-04","Trap-05","Trap-06","Trap-07","Trap-08","Trap-09","Trap-10"
"11","Bradysia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000650171691067164,0.000571129869124139,NA,NA,NA,NA,NA,NA
"12","Brevicoryne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00827427199366981,NA,NA
"13","Carpophilus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000199750656077586,NA,NA,NA,NA,NA,NA,NA,NA
"14","Cortinicara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000320637895422335,NA,NA,0.00143022793422288
"15","Ctenarytaina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.153113106516187,NA
"16","Diadegma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000260166227636158,0.0767318037484244,NA,NA,NA,NA,NA,NA,0.0134838125051487,NA
"17","Diuraphis",NA,0.00411369065633934,0.00556947486769923,0.0197561734745016,NA,NA,0.00172711275162024,NA,0.0026977848252959,NA,0.00133281718716309,0.000460369128642175,0.000108237893282385,0.00123162932378587,NA,NA,0.00174436033113005,0.00744890192911217,0.0051756636118776,NA,NA,0.00179344940872335,0.00657858777449026,0.00563670397618737,NA,0.13825512086115,0.00136381482425386,0.0010847085499211,0.0191473708665686,0.0103517057665333,0.217234256545578,0.0103623208218272,0.303992523823491,0.116579619408518,0.369907736931626
"18","Dysaphis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00952371404797947
"19","Eolachesilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00251410308511444,NA,NA,NA,NA,NA,0.00720332335145533,NA,NA
"20","Erasmoneura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00142626842650536,0.116103346856682,NA,0.000329125687291876,NA,NA,NA,0.00031378113083991,0.00035258258505643,NA
"21","Gabrius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0012398316584126,NA,NA,NA,NA,NA,NA,NA,NA
"22","Heterococcus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000984915004622596,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","Limothrips",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00286538872166468,0.00224782976610155,0.000174243010919229,NA,NA,NA,NA,NA,NA
"24","Linepithema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00210437997530679,NA,NA
"25","Lipaphis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00061290056841585,NA
"26","Lonchoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0152212799361705,NA,NA,NA,NA,NA
"27","Melaphis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.121335024413813,0.0318292338529146,0.0288297236280234,0.0588457368543328,0.0207883459662579,0.00705116419911969,0.0286486231212235,0.000753756846908915,0.000767773292692973,0.00810351107591236
"28","Metopolophium",NA,0.0363312343716484,0.0603495066586543,0.106901384426825,0.214635349970328,NA,0.0264034221783481,0.0688223838687463,0.0886836842498835,0.158033275257577,NA,0.01394115608546,0.0688529071770382,0.169858376162153,0.0961521839069909,0.00103667738337379,0.0403244293188178,0.0258841153588566,0.108457075535265,0.289711189511034,NA,0.0393581743900656,0.0252665622315428,0.109764533196268,0.285880609652837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Mocyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000108146690170547,NA,NA,NA,NA
"30","Myzus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000914058076794521,NA,NA
"31","Nasonovia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00203022574066073,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Nysius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000130083113818079,NA,0.00240792229304774,NA,0.0137670994891065,0.0157461580888317,0.00374823214183629,0.0220567670993663,0.0153389900321279,0.00761897123838358
"33","Propsocus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021463713779983,0.0769453303118177,0.258853280099845,0.00268140633470146,0.245880036547544,0.0894481274400597,NA,NA,0.000490979487601944,0.00220549167426893
"34","Psychomora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00605815644352767,0.00575144130430291,0.0100596916421899,0.000813134050956401,0.00486442662823169,0.00226026582456444,0.000119307123878078,0.000133015914160397,NA,NA
"35","Rhizoecus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000197157589063435
"36","Rhopalosiphum",NA,0.949758614508987,0.412681489522554,0.131989174988526,0.116832932504607,NA,0.969947780305306,0.446112798825146,0.0924072792255229,0.320484072186014,NA,0.985323066322626,0.274084322885387,0.140218968354796,0.155051621149641,0.000997309887802637,0.952852083398329,0.100122309556091,0.0633249357529193,0.105269755264195,NA,0.954579797342525,0.0940112059781718,0.0657398102047549,0.104302245877182,0.0115123555729,0.132710203125753,0.00957287967249643,0.00502400681483776,0.0444747577438326,0.00712686688223907,NA,0.0206208773593271,0.000533816624104127,0.302560041169178
"37","Sericoderus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000164047295332357,0.000214871861336026,NA,0.00208519212839972
"38","Tachyporus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00204614770870063,NA,NA,0.00168145758156604,NA,0.00284040594413423
"39","Tetraneura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000573177457903901,NA,NA,NA,NA
"40","Therioaphis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23181275464931,0.158402270269526,0.347678494999559,0.164533803144118,0.079030203199197,0.00770004434014297,0.00245076716966219,0.000351298439962073,0.000916055688277453,0.0564472202450769
"41","Thrips",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00034439768289239,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,0.00979646046302527,0.00848081881094074,0.0167351582516094,0.0315769747321735,NA,0.00181753151065139,0.00481936850389781,0.010137305167974,0.0114188767718483,NA,0.000275408463271588,0.00698041636334286,0.0132330224634752,0.00900166983729222,NA,0.0044639889966944,0.00722048732471334,0.0128747206936507,0.0188762977265146,NA,0.00426857885868603,0.00677762640757956,0.013948876495002,0.018263376476755,0.175900244835004,0.392999083902164,0.334384280874171,0.158386896925579,0.496524122665912,0.652092097721349,0.108059941887488,0.613049884378475,0.697810363291869,0.220549167426893
